DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
100700991,8/5/2010 0:00,8/5/2010 0:00,2313,7,Wilshire,775,1,110,CRIMINAL HOMICIDE,0400 0430 1100 1402,22,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AA,Adult Arrest,110,998,,,4800    SAINT CHARLES                PL,,34.0458,-118.3408
100705749,2/8/2010 0:00,2/7/2010 0:00,2101,7,Wilshire,765,1,110,CRIMINAL HOMICIDE,0430 0906 1100,40,M,B,101,STREET,102,HAND GUN,JA,Juv Arrest,110,,,,5000 W  PICO                         BL,,34.0478,-118.3459
100710279,5/23/2010 0:00,5/23/2010 0:00,1750,7,Wilshire,777,1,110,CRIMINAL HOMICIDE,0430 1259 1407 1402,15,F,B,501,SINGLE FAMILY DWELLING,102,HAND GUN,JA,Juv Arrest,110,998,,,1800    WELLINGTON                   RD,,34.0414,-118.3329
100710818,6/6/2010 0:00,6/6/2010 0:00,536,7,Wilshire,789,1,110,CRIMINAL HOMICIDE,1100,56,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,2100    2ND                          AV,,34.038,-118.3189
100712650,7/19/2010 0:00,7/19/2010 0:00,1050,7,Wilshire,775,1,110,CRIMINAL HOMICIDE,0430 1100,23,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,4500    PICKFORD                     ST,,34.0407,-118.3402
100801032,5/6/2010 0:00,5/5/2010 0:00,910,8,West LA,889,1,110,CRIMINAL HOMICIDE,0906 1100 1402,26,F,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,1900 S  CORNING                      ST,,34.0432,-118.3796
100808408,4/14/2010 0:00,4/13/2010 0:00,2255,8,West LA,881,1,110,CRIMINAL HOMICIDE,,32,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,110,,,,11700 W  OLYMPIC                      BL,,34.0343,-118.4478
101800671,3/3/2010 0:00,2/28/2010 0:00,2355,18,Southeast,1827,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1309 1310,23,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,9200    HOLMES                       AV,,33.9533,-118.2408
101604008,1/1/2010 0:00,1/1/2010 0:00,645,16,Foothill,1641,1,110,CRIMINAL HOMICIDE,0430 1100 1402 1409,34,M,H,102,SIDEWALK,106,UNKNOWN FIREARM,IC,Invest Cont,110,998,,,PIERCE                       ST,HADDON                       AV,34.2576,-118.4265
101306497,2/7/2010 0:00,2/7/2010 0:00,1252,13,Newton,1347,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1251 1259,18,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,,,,4100    COMPTON                      AV,,34.0086,-118.2474
101608150,3/26/2010 0:00,3/26/2010 0:00,1703,16,Foothill,1641,1,110,CRIMINAL HOMICIDE,0302 0345 0430 0906 1100 1223 1402 1407,18,M,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,998,,,PIERCE                       ST,LAUREL CANYON                BL,34.2558,-118.429
101900943,6/15/2010 0:00,6/14/2010 0:00,2033,19,Mission,1977,1,110,CRIMINAL HOMICIDE,0342 0362 0400 0416 0430 0906 1100,31,M,H,501,SINGLE FAMILY DWELLING,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,13500    WINGO                        ST,,34.2397,-118.427
101807634,3/6/2010 0:00,3/6/2010 0:00,208,18,Southeast,1846,1,110,CRIMINAL HOMICIDE,0411 0906 1822,25,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,OTHER KNIFE,IC,Invest Cont,110,,,,11300    ZAMORA                       AV,,33.932,-118.251
101806431,2/13/2010 0:00,2/12/2010 0:00,2203,18,Southeast,1844,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1300,18,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,113TH,SAN PEDRO,33.932,-118.2695
101606841,3/2/2010 0:00,3/2/2010 0:00,1330,16,Foothill,1634,1,110,CRIMINAL HOMICIDE,1402 1501,0,M,B,110,FREEWAY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110,998,,,FOOTHILL                     BL,FOOTHILL                     FY,34.2751,-118.3806
101824743,12/21/2010 0:00,12/21/2010 0:00,1646,18,Southeast,1842,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1300 1822,37,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,,,,10800 S  MAIN                         ST,,33.9383,-118.2739
101808110,3/13/2010 0:00,3/13/2010 0:00,715,18,Southeast,1846,1,110,CRIMINAL HOMICIDE,0302 0430 0906 0907 1100 1402,29,M,B,511,PROJECT/TENEMENT/PUBLIC HOUSING,102,HAND GUN,IC,Invest Cont,110,,,,115TH                        ST,SUCCESS                      AV,33.9303,-118.2493
101922125,10/1/2010 0:00,10/1/2010 0:00,610,19,Mission,1915,1,110,CRIMINAL HOMICIDE,0400 0430 0906 1100,30,M,H,501,SINGLE FAMILY DWELLING,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,14200    HERRON                       ST,,34.3015,-118.4418
101509722,4/5/2010 0:00,4/3/2010 0:00,1630,15,N Hollywood,1546,1,110,CRIMINAL HOMICIDE,0400 0430 0913 1100,0,,,210,RESTAURANT/FAST FOOD,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,11600    RIVERSIDE                    DR,,34.1577,-118.3855
101218008,6/30/2010 0:00,6/30/2010 0:00,1455,12,77th Street,1265,1,110,CRIMINAL HOMICIDE,0302 0342 0360 0430 1100 1309 1402,24,M,B,104,DRIVEWAY,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,1400 W  84TH                         PL,,33.9619,-118.3003
101230421,12/17/2010 0:00,12/16/2010 0:00,2057,12,77th Street,1242,1,110,CRIMINAL HOMICIDE,0302 0371 0430 0906 1100 1309 1822,45,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,6400    ARLINGTON                    AV,,33.9817,-118.3187
101315285,6/23/2010 0:00,6/23/2010 0:00,1500,13,Newton,1383,1,110,CRIMINAL HOMICIDE,0302 0309 0334 0430 0906 1100 1251 1259 1309 1407,16,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,60TH                         ST,SAN PEDRO                    ST,33.9852,-118.2696
101318476,8/9/2010 0:00,8/9/2010 0:00,2349,13,Newton,1322,1,110,CRIMINAL HOMICIDE,0411 1402,47,M,B,102,SIDEWALK,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,110,998,,,27TH                         ST,MAPLE                        AV,34.0216,-118.2638
101309316,3/23/2010 0:00,3/23/2010 0:00,1634,13,Newton,1372,1,110,CRIMINAL HOMICIDE,0302 0334 0430 1100 1407 1813 2000,44,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AA,Adult Arrest,110,998,,,100 E  56TH                         ST,,33.9916,-118.2739
101004009,1/1/2010 0:00,1/1/2010 0:00,1,10,West Valley,1049,1,110,CRIMINAL HOMICIDE,0411 1402,49,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,110,210,998,,15900    VICTORY                      BL,,34.1867,-118.4793
101230725,12/22/2010 0:00,12/22/2010 0:00,421,12,77th Street,1263,1,110,CRIMINAL HOMICIDE,0411 0913 1414 1810 2003,54,M,B,501,SINGLE FAMILY DWELLING,207,OTHER KNIFE,AA,Adult Arrest,110,,,,1800 W  80TH                         ST,,33.9664,-118.309
102111433,5/20/2010 0:00,5/20/2010 0:00,855,21,Topanga,2133,1,110,CRIMINAL HOMICIDE,0302 0430 1100 1202 1402 1813,77,F,W,501,SINGLE FAMILY DWELLING,101,REVOLVER,AO,Adult Other,110,998,,,7200    CIRRUS                       WY,,34.2009,-118.6369
101425385,11/8/2010 0:00,11/8/2010 0:00,1955,14,Pacific,1458,1,110,CRIMINAL HOMICIDE,1100,19,M,H,101,STREET,107,OTHER FIREARM,IC,Invest Cont,110,,,,4700    SLAUSON                      AV,,33.9966,-118.4116
100909266,4/6/2010 0:00,4/6/2010 0:00,455,9,Van Nuys,976,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402,20,F,W,108,PARKING LOT,101,REVOLVER,AA,Adult Arrest,110,998,,,13300    MOORPARK                     ST,,34.1504,-118.4225
101822621,11/17/2010 0:00,11/14/2010 0:00,2115,18,Southeast,1836,1,110,CRIMINAL HOMICIDE,0309 0430 0906 1100 1300,25,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,110,,,,10500    COMPTON                      AV,,33.9406,-118.2462
101811800,5/11/2010 0:00,5/11/2010 0:00,1350,18,Southeast,1802,1,110,CRIMINAL HOMICIDE,0302 0430 0906 1100 1309 1313 1402 1407 1822,21,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,200 W  89TH                         ST,,33.9555,-118.2761
101327057,12/14/2010 0:00,12/14/2010 0:00,1139,13,Newton,1341,1,110,CRIMINAL HOMICIDE,0309 0430 0906 1100 1309 1310 1402 1409,19,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,110,998,,,3800 S  BROADWAY,,34.0141,-118.277
101509724,4/5/2010 0:00,4/3/2010 0:00,1630,15,N Hollywood,1546,1,110,CRIMINAL HOMICIDE,0400 0430 0913 1100,28,M,W,210,RESTAURANT/FAST FOOD,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,11600    RIVERSIDE                    DR,,34.1577,-118.3855
101501655,10/18/2010 0:00,10/17/2010 0:00,30,15,N Hollywood,1504,1,110,CRIMINAL HOMICIDE,0430 1100 1309,18,M,O,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,110,,,,7200    LANKERSHIM                   BL,,34.2012,-118.3878
101820604,10/13/2010 0:00,10/13/2010 0:00,1000,18,Southeast,1831,1,110,CRIMINAL HOMICIDE,321,53,F,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,110,,,,12600 S  HOOVER                       ST,,33.9191,-118.287
102100685,5/14/2010 0:00,5/14/2010 0:00,1100,21,Topanga,2146,1,110,CRIMINAL HOMICIDE,0411 1402,21,F,H,501,SINGLE FAMILY DWELLING,218,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,110,998,,,6900    REMMET                       AV,,34.1956,-118.6003
100900793,5/10/2010 0:00,5/8/2010 0:00,2205,9,Van Nuys,906,1,110,CRIMINAL HOMICIDE,0360 0553 0914 1257 1415,0,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,,,,14400    VALERIO                      ST,,34.2048,-118.4468
101218403,7/6/2010 0:00,7/6/2010 0:00,115,12,77th Street,1207,1,110,CRIMINAL HOMICIDE,0302 1100,28,M,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110,,,,4600 S  VERMONT                      AV,,34.0017,-118.2915
101821844,11/2/2010 0:00,10/21/2010 0:00,1444,18,Southeast,1829,1,110,CRIMINAL HOMICIDE,302,34,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,2100 E  99TH                         PL,,33.9471,-118.2348
101900869,5/27/2010 0:00,5/26/2010 0:00,2135,19,Mission,1977,1,110,CRIMINAL HOMICIDE,0319 0327 0334 0337 0358 0363 0400 0430 0907 1100,21,M,H,501,SINGLE FAMILY DWELLING,102,HAND GUN,IC,Invest Cont,110,,,,8900    GREENBUSH                    AV,,34.2318,-118.4315
101305764,1/26/2010 0:00,1/26/2010 0:00,2037,13,Newton,1341,1,110,CRIMINAL HOMICIDE,0302 0334 0430 1100 1260 1402 1407,30,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,3700 S  MAIN                         ST,,34.0149,-118.274
101609896,5/1/2010 0:00,5/1/2010 0:00,100,16,Foothill,1613,1,110,CRIMINAL HOMICIDE,0411 1402 1414,30,F,H,707,GARAGE/CARPORT,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,110,998,,,11100    GLENOAKS                     BL,,34.2717,-118.4096
101015120,8/16/2010 0:00,8/15/2010 0:00,2145,10,West Valley,1018,1,110,CRIMINAL HOMICIDE,0430 0906 1100,33,M,H,101,STREET,105,SAWED OFF RIFLE/SHOTGUN,AO,Adult Other,110,,,,SATICOY                      ST,GAYNOR                       AV,34.2085,-118.4804
101304624,1/10/2010 0:00,1/10/2010 0:00,40,13,Newton,1317,1,110,CRIMINAL HOMICIDE,0334 0342 0416 1407 1402,30,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,998,,,17TH,E  HOOPER,34.0235,-118.2448
101619731,11/3/2010 0:00,11/3/2010 0:00,1429,16,Foothill,1621,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1407 1402,27,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,110,998,,,13700    WEIDNER                      ST,,34.2663,-118.4328
101819473,9/24/2010 0:00,9/24/2010 0:00,2300,18,Southeast,1834,1,110,CRIMINAL HOMICIDE,0302 0430 0906 1100 1310,28,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,MCKINLEY                     AV,108TH                        ST,33.9383,-118.2608
102009575,3/23/2010 0:00,3/23/2010 0:00,1610,20,Olympic,2074,1,110,CRIMINAL HOMICIDE,0416 0429 0906 1300 1309 1402,46,M,H,101,STREET,307,VEHICLE,AA,Adult Arrest,110,998,,,2800 W  PICO                         BL,,34.0472,-118.3003
101718105,9/18/2010 0:00,9/18/2010 0:00,1142,17,Devonshire,1752,1,110,CRIMINAL HOMICIDE,0416 1402 2004,46,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,998,,,21100    MAYALL                       ST,,34.2536,-118.5929
101221040,8/8/2010 0:00,8/7/2010 0:00,2230,12,77th Street,1249,1,110,CRIMINAL HOMICIDE,0302 0342 0430 0906 1100,21,M,B,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,7000 S  HOOVER                       ST,,33.9761,-118.2871
101800604,2/1/2010 0:00,1/30/2010 0:00,2125,18,Southeast,1834,1,110,CRIMINAL HOMICIDE,0430 0906 1100,27,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,700 E  108TH                        ST,,33.9383,-118.263
101800517,1/14/2010 0:00,1/7/2010 0:00,730,18,Southeast,1836,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1309 1822,31,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,11000    SLATER                       AV,,33.9358,-118.2516
101613440,7/5/2010 0:00,7/4/2010 0:00,1950,16,Foothill,1601,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1310 1402,22,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,110,998,,,DRONFIELD,CORCORAN,34.2885,-118.4157
101307331,2/21/2010 0:00,2/21/2010 0:00,20,13,Newton,1363,1,110,CRIMINAL HOMICIDE,0430 1100 1409 1402,41,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AA,Adult Arrest,110,998,,,600 E  48TH                         ST,,33.9997,-118.2652
101819389,9/23/2010 0:00,9/23/2010 0:00,1550,18,Southeast,1849,1,110,CRIMINAL HOMICIDE,0302 0430 0906 1100,32,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,,,,2100 E  115TH                        ST,,33.9305,-118.2349
101113630,6/5/2010 0:00,6/5/2010 0:00,35,11,Northeast,1135,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1407,19,M,H,108,PARKING LOT,106,UNKNOWN FIREARM,IC,Invest Cont,110,998,,,3300    VERDUGO                      RD,,34.1117,-118.2361
101822473,11/14/2010 0:00,11/14/2010 0:00,1100,18,Southeast,1881,1,110,CRIMINAL HOMICIDE,0302 0309 0342 0430 0906 1100 1251 1259 1309 1402,16,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,700 W  GARDENA                      BL,,33.8817,-118.2869
101616404,8/29/2010 0:00,8/29/2010 0:00,247,16,Foothill,1685,1,110,CRIMINAL HOMICIDE,0302 0334 0430 1100 1309 1402 1407,20,M,H,108,PARKING LOT,102,HAND GUN,AA,Adult Arrest,110,998,,,8400    LANKERSHIM                   BL,,34.2225,-118.3878
101901533,12/14/2010 0:00,12/14/2010 0:00,1340,19,Mission,1913,1,110,CRIMINAL HOMICIDE,0400 0416 0417 0429 1251 1815,19,M,A,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,110,,,,13300    GLENOAKS                     BL,,34.313,-118.4567
101221781,8/18/2010 0:00,8/18/2010 0:00,220,12,77th Street,1243,1,110,CRIMINAL HOMICIDE,0302 0430 0906 1100 1407 1402,48,M,B,103,ALLEY,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,1800 W  67TH                         ST,,33.9785,-118.309
101224690,9/27/2010 0:00,9/24/2010 0:00,2245,12,77th Street,1235,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1309 1310,24,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,1400 W  61ST                         ST,,33.9842,-118.3002
101309741,3/30/2010 0:00,3/30/2010 0:00,1100,13,Newton,1367,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1409,0,M,H,102,SIDEWALK,102,HAND GUN,AA,Adult Arrest,110,998,,,4700    HONDURAS                     ST,,34.001,-118.2441
101325052,11/14/2010 0:00,11/14/2010 0:00,335,13,Newton,1364,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402,35,F,B,102,SIDEWALK,106,UNKNOWN FIREARM,AA,Adult Arrest,110,998,,,5000 S  CENTRAL                      AV,,33.9978,-118.2565
101210449,3/25/2010 0:00,3/24/2010 0:00,2105,12,77th Street,1245,1,110,CRIMINAL HOMICIDE,0309 0430 0906 1100 1309 1822,20,M,B,102,SIDEWALK,101,REVOLVER,AO,Adult Other,110,,,,RAYMOND                      AV,71ST                         ST,33.9754,-118.2981
101316720,7/15/2010 0:00,7/15/2010 0:00,2115,13,Newton,1343,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1407,46,M,H,501,SINGLE FAMILY DWELLING,102,HAND GUN,AA,Adult Arrest,110,998,,,3700    METTLER                      ST,,34.0128,-118.2664
101317967,8/2/2010 0:00,8/2/2010 0:00,1835,13,Newton,1373,1,110,CRIMINAL HOMICIDE,0430 1100 1402 1409,32,M,H,501,SINGLE FAMILY DWELLING,102,HAND GUN,AA,Adult Arrest,110,998,,,1000 E  55TH                         ST,,33.9925,-118.2579
101806433,2/13/2010 0:00,2/12/2010 0:00,2330,18,Southeast,1803,1,110,CRIMINAL HOMICIDE,0305 0430 0906 1100,22,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110,,,,200 E  87TH                         PL,,33.9581,-118.2717
101824903,12/25/2010 0:00,12/25/2010 0:00,10,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,0309 0430 0906 1100 1300,24,M,B,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,101ST                        ST,MAIN                         ST,33.9447,-118.2739
101219561,7/20/2010 0:00,7/19/2010 0:00,952,12,77th Street,1251,1,110,CRIMINAL HOMICIDE,0302 0342 0430 0906 1100 1310 1309,20,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,71ST                         ST,VICTORIA                     AV,33.9757,-118.3324
102100637,4/30/2010 0:00,4/30/2010 0:00,700,21,Topanga,2146,1,110,CRIMINAL HOMICIDE,0360 0416 1402,85,M,W,501,SINGLE FAMILY DWELLING,302,BLUNT INSTRUMENT,AA,Adult Arrest,110,,,,7000    ETON                         AV,,34.1974,-118.5954
101111406,5/1/2010 0:00,5/1/2010 0:00,228,11,Northeast,1161,1,110,CRIMINAL HOMICIDE,0400 0913 1100,28,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AO,Adult Other,110,,,,1100 N  ALEXANDRIA                   AV,,34.0909,-118.2984
101300690,6/5/2010 0:00,6/5/2010 0:00,45,13,Newton,1331,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1223 1407 1409,0,M,B,102,SIDEWALK,102,HAND GUN,AO,Adult Other,110,998,,,200 E  30TH                         ST,,34.0213,-118.2696
101823948,12/9/2010 0:00,12/8/2010 0:00,2140,18,Southeast,1842,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402,30,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,998,,,400 W  111TH                        PL,,33.9339,-118.2811
101701400,11/20/2010 0:00,11/19/2010 0:00,1410,17,Devonshire,1791,1,110,CRIMINAL HOMICIDE,0302 0319 0360 0430 1100 1402,33,M,H,501,SINGLE FAMILY DWELLING,104,SHOTGUN,AA,Adult Arrest,110,998,,,8300    LURLINE                      AV,,34.22,-118.5842
101221525,8/14/2010 0:00,8/14/2010 0:00,250,12,77th Street,1241,1,110,CRIMINAL HOMICIDE,0302 0309 0430 0906 1100 1206 1306 1309 1407 1822,21,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,110,,,,3300 W  66TH                         ST,,33.9797,-118.3294
101310051,4/3/2010 0:00,4/3/2010 0:00,1330,13,Newton,1394,1,110,CRIMINAL HOMICIDE,0302 0334 0430 1100,48,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,,,,100 E  65TH                         ST,,33.9806,-118.2739
101210668,3/27/2010 0:00,3/27/2010 0:00,1815,12,77th Street,1263,1,110,CRIMINAL HOMICIDE,0302 0342 0430 0906 1100 1313 1310 1309 1402 1822,21,M,B,101,STREET,102,HAND GUN,AA,Adult Arrest,110,,,,1600 W  84TH                         ST,,33.9627,-118.3046
101824639,12/19/2010 0:00,12/19/2010 0:00,1040,18,Southeast,1824,1,110,CRIMINAL HOMICIDE,0430 0906 1100,20,M,B,119,"PORCH, RESIDENTIAL",106,UNKNOWN FIREARM,IC,Invest Cont,110,,,,9200 S  CENTRAL                      AV,,33.9532,-118.2564
101815977,7/24/2010 0:00,7/24/2010 0:00,155,18,Southeast,1846,1,110,CRIMINAL HOMICIDE,0302 0334 0342 0430 1100 1402,34,M,B,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,110,,,,11300    SUCCESS                      AV,,33.9308,-118.2493
101607530,3/15/2010 0:00,3/15/2010 0:00,2330,16,Foothill,1602,1,110,CRIMINAL HOMICIDE,0302 0430 0906 1100 1407 1402,38,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,998,,,11400    MC GEE                       AV,,34.2816,-118.4073
101318068,8/4/2010 0:00,8/4/2010 0:00,330,13,Newton,1372,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1309,51,F,H,122,"VEHICLE, PASSENGER/TRUCK",109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,SLAUSON                      BL,MAIN                         ST,33.9892,-118.2739
101216392,6/9/2010 0:00,6/8/2010 0:00,1750,12,77th Street,1215,1,110,CRIMINAL HOMICIDE,0342 0416 0417 0429 0603 0906 0913 2002,31,M,H,121,YARD (RESIDENTIAL/BUSINESS),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,,,,1100 W  54TH                         ST,,33.9932,-118.2937
101811483,5/7/2010 0:00,5/6/2010 0:00,1845,18,Southeast,1822,1,110,CRIMINAL HOMICIDE,0430 0907 1100,42,M,B,501,SINGLE FAMILY DWELLING,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,110,,,,300 W  97TH                         ST,,33.9483,-118.2784
101817717,8/26/2010 0:00,8/25/2010 0:00,2040,18,Southeast,1804,1,110,CRIMINAL HOMICIDE,0326 0334 0430 1251 1259 1309 1822,17,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,110,,,,88TH                         ST,MCKINLEY                     AV,33.9574,-118.2608
101819886,10/2/2010 0:00,10/2/2010 0:00,230,18,Southeast,1802,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1310,37,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,,,,300 W  89TH                         ST,,33.9561,-118.2782
101814830,7/5/2010 0:00,7/5/2010 0:00,20,18,Southeast,1826,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1251 1259 1817,17,M,B,104,DRIVEWAY,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,,,,9200    FIRTH                        BL,,33.9534,-118.2475
101818800,9/14/2010 0:00,9/13/2010 0:00,1708,18,Southeast,1861,1,110,CRIMINAL HOMICIDE,0411 1243 2000,19,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,110,,,,11400    MENLO                        AV,,33.931,-118.2893
101925246,11/20/2010 0:00,11/19/2010 0:00,2315,19,Mission,1982,1,110,CRIMINAL HOMICIDE,0319 0400 0430 0906 1100 1402,18,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,110,998,,,15100    PARTHENIA                    ST,,34.2283,-118.4611
101120119,9/25/2010 0:00,9/25/2010 0:00,50,11,Northeast,1147,1,110,CRIMINAL HOMICIDE,0430 0906 1100 1402,20,M,H,102,SIDEWALK,104,SHOTGUN,AA,Adult Arrest,110,998,,,2900    DIVISION                     ST,,34.1027,-118.2363
101901553,12/19/2010 0:00,12/19/2010 0:00,2130,19,Mission,1977,1,110,CRIMINAL HOMICIDE,0400 0430 0602 0556 1100 1402,31,M,H,501,SINGLE FAMILY DWELLING,102,HAND GUN,AA,Adult Arrest,110,998,,,9100    CANTERBURY                   AV,,34.2355,-118.4307
101801179,8/2/2010 0:00,8/1/2010 0:00,2310,18,Southeast,1827,1,110,CRIMINAL HOMICIDE,0430 0906 1300 1309 1313,45,M,B,501,SINGLE FAMILY DWELLING,115,ASSAULT WEAPON/UZI/AK47/ETC,IC,Invest Cont,110,,,,9500    HOLMES                       AV,,33.9501,-118.2408
101510256,4/14/2010 0:00,4/13/2010 0:00,2209,15,N Hollywood,1503,1,110,CRIMINAL HOMICIDE,0202 0302 0326 0327 0430 1100 1310 1402 1407 1814,37,F,H,122,"VEHICLE, PASSENGER/TRUCK",106,UNKNOWN FIREARM,AA,Adult Arrest,110,998,,,12200    GAULT                        ST,,34.1994,-118.3989
101506691,2/14/2010 0:00,2/14/2010 0:00,115,15,N Hollywood,1515,1,110,CRIMINAL HOMICIDE,0302 0334 0430 0906 1100 1402,18,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110,998,,,11700    VANOWEN                      ST,,34.194,-118.3877
